,country,city,lat,lng,temp,humidity,cloudiness,wind speed,datetime
179,PE,Paita,-5.0892,-81.1144,24.59,77,74,5.79,1613085730
180,GL,Narsaq,60.9167,-46.05,3.0,28,75,16.98,1613085563
181,SD,Abū Zabad,12.35,29.25,20.73,24,67,3.92,1613085732
182,IQ,Baghdad,33.3406,44.4009,11.0,82,0,2.06,1613085536
183,IR,Birjand,32.8663,59.2211,6.0,26,0,2.06,1613085735
184,ZA,Saldanha,-33.0117,17.9442,18.0,88,4,3.09,1613085736
185,RE,Saint-Philippe,-21.3585,55.7679,27.0,61,75,5.66,1613085738
186,MX,Leyva Solano,25.6667,-108.6417,23.89,54,0,2.24,1613085739
187,JP,Ushibukamachi,32.1906,130.0228,11.5,67,99,6.29,1613085741
188,DE,Neu Wulmstorf,53.4667,9.8,-6.0,73,2,3.09,1613085743
189,US,Sikeston,36.8767,-89.5879,-3.0,93,90,4.63,1613085744
190,ID,Tarakan,3.3,117.6333,25.0,94,40,1.03,1613085745
191,US,Palmer,42.1584,-72.3287,-3.33,50,75,3.6,1613085746
192,ZA,Port Elizabeth,-33.918,25.5701,22.0,94,0,2.06,1613085748
193,RU,Aykhal,66.0,111.5,-30.57,83,11,2.24,1613085749
194,FO,Vestmanna,62.1564,-7.1664,1.0,69,20,6.17,1613085750
195,BR,Cambuí,-22.6122,-46.0575,19.28,83,100,1.18,1613085751
196,NZ,Kaitangata,-46.2817,169.8464,15.56,62,5,3.58,1613085752
197,US,Pahrump,36.2083,-115.9839,21.11,22,100,0.89,1613085754
198,ET,Abomsa,9.9833,39.9833,18.2,41,51,1.13,1613085755
199,CO,La Macarena,2.1837,-73.7849,27.89,51,87,1.67,1613085756
200,PH,Pandan,14.0453,124.1694,25.52,84,24,1.61,1613085757
201,GB,Penzance,50.1186,-5.5371,3.0,81,90,16.46,1613085758
202,VU,Sola,-13.8833,167.55,31.0,70,75,2.52,1613085760
203,LR,Buchanan,5.8808,-10.0467,26.43,89,34,3.44,1613085761
204,US,Barrow,71.2906,-156.7887,-42.0,83,1,4.12,1613085500
205,IS,Hofn,64.2539,-15.2082,4.5,70,100,7.63,1613085764
206,CL,Ancud,-41.8697,-73.8203,16.67,77,75,3.09,1613085765
207,MW,Phalombe,-15.8064,35.6507,20.11,92,100,0.75,1613085767
208,US,College,64.8569,-147.8028,-9.0,57,75,1.54,1613085768
209,AU,Swan Hill,-35.3378,143.5544,22.16,70,100,3.53,1613085769
210,ZM,Mufumbwe,-13.6833,24.8,17.85,96,100,1.29,1613085771
211,GD,Gouyave,12.1646,-61.7296,26.0,73,20,9.26,1613085772
212,BR,Santana,-0.0583,-51.1817,26.0,89,75,2.06,1613085773
213,GL,Nanortalik,60.1432,-45.2371,-2.08,89,100,5.63,1613085774
214,US,Fairbanks,64.8378,-147.7164,-8.33,73,75,0.81,1613085746
215,CR,Parrita,9.5201,-84.3225,23.0,64,20,7.2,1613085778
216,RU,Saskylakh,71.9167,114.0833,-25.98,86,100,1.14,1613085779
217,ID,Manokwari,-0.8667,134.0833,27.29,73,96,1.69,1613085780
218,CA,Haines Junction,60.7522,-137.5108,-21.0,37,11,0.51,1613085781
219,BR,Santa Isabel Rio Negro,-0.4139,-65.0192,27.08,71,99,0.83,1613085782
220,RU,Shitkino,56.3703,98.3543,-26.73,86,91,2.25,1613085784
221,ML,Taoudenni,22.6783,-3.9836,20.68,19,0,5.15,1613085785
222,AU,Esperance,-33.8667,121.9,17.0,59,90,2.99,1613085786
223,MX,Guerrero Negro,27.9769,-114.0611,18.36,63,0,7.11,1613085787
224,CA,Fort Nelson,58.8053,-122.7002,-20.0,59,40,3.09,1613085788
225,GL,Tasiilaq,65.6145,-37.6368,-6.0,68,90,9.26,1613085790
226,AR,San Vicente,-26.6167,-54.1333,17.41,100,66,0.84,1613085791
227,SO,Mogadishu,2.0371,45.3438,24.78,84,96,8.07,1613085792
228,SA,Riyadh,24.6877,46.7219,14.0,33,0,1.54,1613085765
229,LK,Kalmunai,7.4167,81.8167,21.86,81,96,3.78,1613085794
230,MZ,Pemba,-12.974,40.5178,26.01,77,100,6.95,1613085796
231,UG,Hoima,1.4356,31.3436,21.19,51,43,0.95,1613085797
232,UA,Lyman,48.9884,37.8023,5.53,90,100,4.56,1613085798
233,US,Saint Anthony,45.0205,-93.218,-18.0,60,90,5.14,1613085799
234,RU,Belaya Gora,68.5333,146.4167,-27.83,87,78,1.69,1613085800
235,GL,Qaqortoq,60.7167,-46.0333,3.0,28,75,16.98,1613085802
236,CF,Rafai,4.95,23.9167,21.27,28,62,0.89,1613085803
237,MY,George Town,5.4112,100.3354,27.22,88,20,2.89,1613085721
238,RU,Naryan-Mar,67.6713,53.087,-26.23,89,95,2.31,1613085806
239,US,Coffeyville,37.0373,-95.6164,-7.0,68,90,4.63,1613085808
240,NZ,Dunedin,-45.8742,170.5036,16.67,58,1,2.68,1613085798
241,US,Worthington,40.0931,-83.018,-3.33,58,1,5.66,1613085810
242,NE,Tanout,14.9709,8.8879,20.89,19,0,4.36,1613085811
243,JP,Nishihara,26.1842,127.7558,19.0,82,75,11.32,1613085814
244,RU,Tinskoy,56.1525,96.9161,-25.15,86,89,3.12,1613085815
245,CN,Kumul,42.8,93.45,-1.0,77,72,3.79,1613085816
246,PT,Ribeira Grande,38.5167,-28.7,16.42,79,99,16.19,1613085817
247,RU,Talnakh,69.4865,88.3972,-25.9,88,95,1.11,1613085818
248,JP,Katsuura,35.1333,140.3,7.22,56,0,3.6,1613085822
249,RU,Anadyr,64.75,177.4833,-31.67,68,0,6.0,1613085823
250,US,Venice,27.0998,-82.4543,23.89,88,90,4.12,1613085646
251,IS,Vestmannaeyjar,63.4427,-20.2734,5.12,73,100,16.48,1613085825
252,US,Lompoc,34.6391,-120.4579,14.0,77,1,5.66,1613085827
253,AU,Codrington,-38.2667,141.9667,17.2,64,100,5.33,1613085828
254,CA,Flin Flon,54.7682,-101.865,-28.0,63,75,2.57,1613085829
255,SB,Auki,-8.7676,160.7034,27.49,83,100,4.36,1613085830
256,ID,Bitung,1.4451,125.1824,25.0,94,20,1.03,1613085831
257,BR,Vila Velha,-20.3297,-40.2925,28.89,78,75,3.6,1613085727
258,CU,Guantánamo,20.1444,-75.2092,27.0,74,75,5.66,1613085663
259,GL,Ilulissat,69.2167,-51.1,-12.0,67,75,7.72,1613085836
260,CA,Iqaluit,63.7506,-68.5145,-18.89,78,75,8.75,1613085837
261,CN,Xining,36.6167,101.7667,-2.41,80,20,0.97,1613085839
262,RU,Tilichiki,60.4667,166.1,-28.86,83,0,5.27,1613085840
263,US,Bethel,41.3712,-73.414,-3.0,46,1,4.12,1613085705
264,SS,Raja,8.4596,25.678,20.24,24,17,1.12,1613085842
265,RU,Krutinka,56.0055,71.5113,-30.28,85,34,2.4,1613085843
266,BR,Pauini,-7.7136,-66.9764,24.34,96,89,1.2,1613085844
267,US,Makakilo City,21.3469,-158.0858,27.0,44,1,4.63,1613085763
268,MX,Tecomán,18.9167,-103.8833,25.0,50,40,2.86,1613085847
269,US,Saint George,37.1041,-113.5841,18.33,24,1,6.17,1613085815
270,AE,Abu Dhabi,24.4667,54.3667,19.0,94,0,0.51,1613085308
271,CA,Pangnirtung,66.1451,-65.7125,-21.0,84,75,2.06,1613085852
272,NZ,Ngunguru,-35.6167,174.5,23.33,56,0,1.79,1613085854
273,CL,Constitución,-35.3333,-72.4167,16.85,83,83,3.18,1613085855
274,NZ,Kaeo,-35.1,173.7833,23.33,56,1,1.79,1613085856
275,RU,Yar-Sale,66.8333,70.8333,-28.11,87,98,3.71,1613085858
276,AU,Geraldton,-28.7667,114.6,16.0,77,0,3.6,1613085859
277,ZA,Nkowakowa,-23.8878,30.2871,16.0,88,0,4.12,1613085860
278,MX,Juan Aldama,24.2908,-103.3944,19.37,21,0,7.16,1613085861
279,ID,Loa Janan,-0.583,117.095,23.86,96,95,0.83,1613085863
280,GB,Fairlie,55.756,-4.8556,-2.22,85,0,7.37,1613085864
281,IT,Ferrandina,40.5012,16.4547,10.0,87,40,1.54,1613085865
282,VU,Isangel,-19.55,169.2667,29.0,74,75,1.54,1613085866
283,SS,Malakal,9.5334,31.6605,25.53,18,88,2.56,1613085867
284,RE,Saint-Joseph,-21.3667,55.6167,27.0,61,75,5.66,1613085869
285,ET,Dessie,11.1333,39.6333,10.31,61,67,1.02,1613085870
286,JP,Shimoda,34.6667,138.95,10.0,66,75,4.12,1613085871
287,CM,Tcholliré,8.4022,14.1698,21.3,20,0,0.39,1613085872
288,US,Red Bluff,40.1785,-122.2358,11.0,82,90,6.69,1613085702
289,NG,Yenagoa,4.9247,6.2642,25.9,88,36,2.34,1613085874
290,CA,Little Current,45.9793,-81.9248,-13.0,47,26,2.06,1613085876
291,CN,Songjianghe,42.1859,127.479,-4.45,88,84,2.84,1613085877
292,RU,Surgut,61.25,73.4167,-29.0,76,0,3.0,1613085878
293,TL,Airai,-8.9266,125.4092,18.28,97,94,0.49,1613085879
294,CN,Fushun,41.8558,123.9233,-2.0,86,100,1.0,1613085673
295,NO,Vardø,70.3705,31.1107,-9.0,79,75,2.57,1613085881
296,CA,Sioux Lookout,50.1001,-91.917,-26.0,58,75,1.11,1613085883
297,MX,La Orilla,17.9833,-102.2333,25.99,68,0,4.96,1613085884
298,RU,Vostok,46.4856,135.8833,-8.77,93,100,1.95,1613085885
299,RU,Yerbogachën,61.2767,108.0108,-29.66,85,0,1.37,1613085886
300,RU,Aksha,50.2814,113.2867,-16.79,84,1,4.86,1613085888
301,SD,Wad Medani,14.4012,33.5199,24.09,22,0,3.62,1613085890
302,GL,Paamiut,61.994,-49.6678,-3.08,85,68,4.06,1613085891
303,AR,Comodoro Rivadavia,-45.8667,-67.5,30.0,21,0,7.72,1613085778
304,SO,Bandarbeyla,9.4942,50.8122,22.93,74,87,6.2,1613085893
305,JP,Hasaki,35.7333,140.8333,3.0,81,75,2.57,1613085894
306,CA,Salmo,49.1999,-117.2689,-6.0,35,16,7.2,1613085896
307,US,Pecos,31.4229,-103.4932,2.0,80,90,4.12,1613085897
308,RU,Tsimmerbude,54.675,20.1347,-6.67,73,0,5.0,1613085898
309,CN,Lianzhou,24.7811,112.3825,9.59,87,0,1.0,1613085900
310,US,Meridian,43.6121,-116.3915,3.89,100,20,1.54,1613085862
311,CI,Affery,6.315,-3.9603,24.95,85,13,2.21,1613085905
312,NO,Varhaug,58.6147,5.6457,-9.44,62,0,3.05,1613085906
313,GB,Rottingdean,50.8098,-0.0594,0.56,80,73,3.13,1613085907
314,MG,Ankazoabo,-22.2833,44.5167,19.6,93,100,4.19,1613085909
315,CN,Fuyu,45.1833,124.8167,-4.08,95,2,4.77,1613085910
316,OM,Salalah,17.0151,54.0924,21.0,56,0,2.06,1613085911
317,RU,Yaransk,57.3033,47.8861,-17.58,93,97,3.2,1613085912
318,FO,Klaksvík,62.2266,-6.589,1.0,69,20,6.17,1613085914
319,MZ,Inhambane,-23.865,35.3833,25.94,84,64,5.9,1613085915
320,GN,Fria,10.4167,-13.5833,20.01,86,71,0.48,1613085916
321,CA,Thunder Bay,48.4001,-89.3168,-18.33,46,75,2.57,1613085905
322,KZ,Aktas,49.7789,72.9608,-13.0,85,75,1.66,1613085919
323,RU,Cherskiy,68.75,161.3,-30.29,84,0,0.52,1613085920
324,CA,Port Hardy,50.6996,-127.4199,1.0,47,75,13.89,1613085921
325,MU,Mahébourg,-20.4081,57.7,26.0,78,75,3.09,1613085923
326,ML,Kolokani,13.5728,-8.0339,26.46,15,3,3.87,1613085924
327,US,Fallon,39.4735,-118.7774,13.0,38,90,2.57,1613085925
328,RU,Tegul'det,57.3064,88.1667,-25.96,86,100,4.3,1613085927
329,US,Pacific Grove,36.6177,-121.9166,13.89,62,75,2.57,1613085929
330,ID,Amuntai,-2.4177,115.2494,23.71,94,98,0.5,1613085930
331,MM,Pyu,18.4833,96.4333,16.62,63,15,0.49,1613085842
332,JP,Hirara,24.8,125.2833,20.0,88,75,6.17,1613085933
333,CN,Qingdao,36.0986,120.3719,6.67,93,20,3.27,1613085934
334,JP,Oyama,36.3,139.8,6.11,75,75,1.54,1613085935
335,UZ,Yangi Marg`ilon,40.4272,71.7189,9.0,53,0,3.09,1613085936
336,RU,Slavyanka,42.8633,131.3847,-3.84,97,66,2.09,1613085939
337,ES,Avilés,43.5547,-5.9248,12.78,100,90,1.03,1613085941
338,RU,Gorodishche,48.8045,44.4744,1.0,100,90,2.0,1613085942
339,CO,Cartagena,10.3997,-75.5144,28.0,69,20,5.14,1613085943
340,NU,Alofi,-19.0595,-169.9187,30.0,70,75,5.66,1613085945
341,BR,Pitimbu,-7.4706,-34.8086,27.0,78,0,4.12,1613085946
342,RU,Chokurdakh,70.6333,147.9167,-28.08,81,70,1.92,1613085947
343,ET,Mīzan Teferī,6.9833,35.5833,20.38,36,45,0.79,1613085948
344,RU,Belyy Yar,53.6039,91.3903,-31.0,83,3,1.0,1613085949
345,RU,Udachny,66.4167,112.4,-30.27,85,51,1.16,1613085951
346,GM,Nioro,13.35,-15.75,26.47,16,47,4.05,1613085953
347,DZ,Tazmalt,36.3868,4.3989,12.47,73,6,1.14,1613085954
348,ET,Dembī Dolo,8.5333,34.8,18.32,31,2,2.13,1613085955
349,ID,Tual,-5.6667,132.75,28.7,77,100,5.15,1613085957
350,NG,Yaan,7.3833,8.5667,27.36,14,30,2.29,1613085958
351,US,Portland,45.5234,-122.6762,1.11,69,90,8.75,1613085739
352,AU,Warragul,-38.1667,145.9333,16.11,92,98,2.24,1613085960
353,PE,Huarmey,-10.0681,-78.1522,24.41,67,24,3.47,1613085961
354,CN,Longyan,25.1072,117.0225,9.58,87,21,1.37,1613085963
355,AF,Taywarah,33.35,64.4167,0.42,74,100,0.75,1613085964
356,MX,Acapulco de Juárez,16.8634,-99.8901,28.0,65,1,4.12,1613085965
357,AI,The Valley,18.217,-63.0578,26.0,65,40,6.17,1613085966
358,US,Virginia Beach,36.8529,-75.978,4.44,90,100,1.34,1613085969
359,MM,Monywa,22.1167,95.1333,17.83,46,5,2.39,1613085970
360,BR,Vazante,-17.9869,-46.9078,21.57,92,90,1.31,1613085971
361,US,Robertson,36.5167,-86.8667,-1.67,100,90,6.17,1613085973
362,BR,Acaraú,-2.8856,-40.12,26.97,81,100,6.12,1613085974
363,LR,Gbarnga,6.9956,-9.4722,23.76,87,30,1.54,1613085975
364,IL,Kiryat Gat,31.61,34.7642,11.67,79,0,1.69,1613085976
365,FR,Arrondissement de Libourne,44.9167,-0.25,10.0,93,90,3.09,1613085977
366,CA,Sept-Îles,50.2001,-66.3821,-8.33,92,90,1.54,1613085979
367,PA,Portobelo,9.55,-79.65,28.33,99,81,4.76,1613085769
368,RU,Bilibino,68.0546,166.4372,-28.28,73,0,2.07,1613085981
369,BR,Ribas do Rio Pardo,-20.4431,-53.7592,23.68,73,100,0.82,1613085982
370,RU,Ossora,59.2353,163.0719,-21.09,79,0,2.32,1613085983
371,AR,Rawson,-43.3002,-65.1023,27.8,32,55,14.29,1613085985
372,ID,Maumere,-8.6199,122.2111,26.9,78,99,0.74,1613085986
373,ZA,Springbok,-29.6643,17.8865,22.81,58,86,0.57,1613085987
374,ID,Sibolga,1.7427,98.7792,24.87,80,77,1.4,1613085988
375,KZ,Stepnogorsk,52.3544,71.8869,-20.65,92,98,1.92,1613085990
376,BR,Quixadá,-4.9714,-39.0153,26.48,72,25,4.75,1613085991
377,RU,Lokosovo,61.1333,74.8167,-31.62,86,84,3.29,1613085994
378,SR,Totness,5.8833,-56.3167,25.27,80,80,5.57,1613085995
379,DK,Grenå,56.4158,10.8783,-5.56,85,44,1.54,1613085996
380,SA,Faya,18.3851,42.4509,12.0,58,0,0.73,1613085998
381,TO,Neiafu,-18.65,-173.9833,30.0,74,40,4.12,1613085999
382,EG,Aswān,24.0934,32.907,21.48,37,85,4.13,1613086000
383,CA,Port-Cartier,50.0334,-66.8654,-8.33,92,90,1.54,1613086001
384,RU,Sobolevo,54.4299,31.8996,-13.99,94,100,7.6,1613086003
385,SA,Najrān,17.4924,44.1277,14.0,58,0,0.98,1613086004
386,US,Springfield,37.2153,-93.2982,-8.89,86,90,6.17,1613086005
387,KZ,Zhezkazgan,47.8043,67.7144,-14.13,88,93,2.51,1613086006
388,US,Hope,33.6671,-93.5916,0.0,75,100,1.79,1613086008
389,ZM,Lusaka,-15.4067,28.2871,20.0,100,0,1.54,1613086009
390,NA,Lüderitz,-26.6481,15.1594,19.25,82,28,1.67,1613086011
